Timestamp,deviceMake,deviceModel,Network provi.,NetworkType,RSRP,RSRQ,SINR,PCI,Downlink(Mbps),Uplink(Mbps),Velocity(km/h),Latitude,Longitude,Phone_Number
2026-01-23 07:55:30.611,samsung,SM-S901E , airtel,LTE (4G),-105,-15.0,-2.0,370.0,48.0,18.0,11.99,39.741997,-8.812018000000009,394-7447
2026-01-23 07:55:29.602,samsung,SM-S901E , airtel,LTE (4G),-105,-15.0,-2.0,370.0,48.0,18.0,12.46,39.741967,-8.812014000000005,338-6962
2026-01-23 07:55:28.592,samsung,SM-S901E , airtel,LTE (4G),-105,-15.0,-2.0,370.0,48.0,18.0,13.9,39.741935,-8.81201200000001,755-9876
2026-01-23 07:55:27.584,samsung,SM-S901E , airtel,LTE (4G),-105,-15.0,-1.0,370.0,48.0,18.0,13.93,39.7419,-8.812010000000015,776-9888
2026-01-23 07:55:26.572,samsung,SM-S901E , airtel,LTE (4G),-105,-15.0,-1.0,370.0,48.0,18.0,9.58,39.741868,-8.812011000000012,329-9364
2026-01-23 07:55:25.561,samsung,SM-S901E , airtel,LTE (4G),-105,-15.0,-1.0,370.0,48.0,18.0,14.15,39.741847,-8.812016000000014,358-3114
2026-01-23 07:55:24.549,samsung,SM-S901E , airtel,LTE (4G),-105,-15.0,-1.0,370.0,48.0,18.0,17.06,39.741806,-8.812019000000006,757-5995
2026-01-23 07:55:23.540,samsung,SM-S901E , airtel,LTE (4G),-105,-15.0,-1.0,370.0,41.0,18.0,12.74,39.741766,-8.81202300000001,797-8799
2026-01-23 07:55:22.527,samsung,SM-S901E , airtel,LTE (4G),-100,-14.0,-1.0,370.0,41.0,18.0,9.36,39.741736,-8.81202900000001,399-5763
2026-01-23 07:55:21.516,samsung,SM-S901E , airtel,LTE (4G),-100,-14.0,-1.0,370.0,41.0,18.0,15.3,39.741708,-8.812031000000005,422-5874
2026-01-23 07:55:20.505,samsung,SM-S901E , airtel,LTE (4G),-100,-14.0,-1.0,370.0,41.0,18.0,11.95,39.741672,-8.812036000000006,397-1649
2026-01-23 07:55:19.494,samsung,SM-S901E , airtel,LTE (4G),-100,-14.0,-1.0,370.0,41.0,18.0,11.74,39.741646,-8.81204000000001,758-7955
2026-01-23 07:55:18.481,samsung,SM-S901E , airtel,LTE (4G),-100,-14.0,-1.0,370.0,30.0,18.0,15.19,39.741617000000005,-8.812038000000015,339-5329
2026-01-23 07:55:17.470,samsung,SM-S901E , airtel,LTE (4G),-100,-13.0,3.0,370.0,30.0,18.0,11.34,39.741583000000006,-8.812036000000006,787-7597
2026-01-23 07:55:16.458,samsung,SM-S901E , airtel,LTE (4G),-100,-13.0,3.0,370.0,30.0,18.0,14.08,39.741554,-8.812030000000007,777-9778
2026-01-23 07:55:15.447,samsung,SM-S901E , airtel,LTE (4G),-100,-13.0,3.0,370.0,30.0,18.0,14.08,39.741522,-8.81202900000001,378-1884
2026-01-23 07:55:14.436,samsung,SM-S901E , airtel,LTE (4G),-100,-13.0,3.0,370.0,30.0,18.0,15.12,39.741484,-8.812036000000006,795-7697
2026-01-23 07:55:13.424,samsung,SM-S901E , airtel,LTE (4G),-100,-13.0,3.0,370.0,14.0,14.0,15.95,39.741446,-8.812053000000006,365-3493
2026-01-23 07:55:12.416,samsung,SM-S901E , airtel,LTE (4G),-89,-13.0,5.0,370.0,14.0,14.0,12.89,39.741408,-8.812067000000013,986-8995
2026-01-23 07:55:11.410,samsung,SM-S901E , airtel,LTE (4G),-89,-13.0,5.0,370.0,14.0,14.0,13.03,39.741372,-8.812073000000012,366-9015
2026-01-23 07:55:10.402,samsung,SM-S901E , airtel,LTE (4G),-89,-13.0,5.0,370.0,14.0,14.0,12.92,39.741334,-8.812082000000018,769-6895
2026-01-23 07:55:09.395,samsung,SM-S901E , airtel,LTE (4G),-89,-13.0,5.0,370.0,14.0,14.0,11.63,39.741302000000005,-8.812093000000004,986-8995
2026-01-23 07:55:08.388,samsung,SM-S901E , airtel,LTE (4G),-89,-13.0,5.0,370.0,14.0,14.0,11.27,39.741274,-8.812106000000014,795-7579
2026-01-23 07:55:07.378,samsung,SM-S901E , airtel,LTE (4G),-90,-13.0,6.0,370.0,14.0,14.0,11.92,39.741247,-8.812121000000005,758-5997
2026-01-23 07:55:06.368,samsung,SM-S901E , airtel,LTE (4G),-90,-13.0,6.0,370.0,14.0,14.0,14.4,39.741214,-8.812127000000018,775-8769
2026-01-23 07:55:05.361,samsung,SM-S901E , airtel,LTE (4G),-90,-13.0,6.0,370.0,14.0,14.0,12.56,39.741178000000005,-8.812131000000008,403-4442
2026-01-23 07:55:04.354,samsung,SM-S901E , airtel,LTE (4G),-90,-13.0,6.0,370.0,14.0,14.0,9.54,39.741147,-8.812127000000018,328-7209
2026-01-23 07:55:03.344,samsung,SM-S901E , airtel,LTE (4G),-90,-13.0,6.0,370.0,31.0,18.0,7.49,39.741126,-8.812117000000015,797-9989
2026-01-23 07:55:02.332,samsung,SM-S901E , airtel,LTE (4G),-92,-13.0,8.0,370.0,31.0,18.0,11.48,39.741107,-8.812109000000007,798-7565
2026-01-23 07:55:01.324,samsung,SM-S901E , airtel,LTE (4G),-92,-13.0,8.0,370.0,31.0,18.0,12.06,39.74108,-8.81211300000001,366-4444
2026-01-23 07:55:00.312,samsung,SM-S901E , airtel,LTE (4G),-92,-13.0,8.0,370.0,31.0,18.0,13.61,39.741051,-8.812118000000012,408-6676
2026-01-23 07:54:59.305,samsung,SM-S901E , airtel,LTE (4G),-92,-13.0,8.0,370.0,31.0,18.0,13.97,39.741018,-8.812124000000011,330-2881
2026-01-23 07:54:58.296,samsung,SM-S901E , airtel,LTE (4G),-92,-13.0,8.0,370.0,31.0,18.0,14.36,39.740983,-8.812127000000018,976-5665
2026-01-23 07:54:57.289,samsung,SM-S901E , airtel,LTE (4G),-93,-12.0,7.0,370.0,31.0,18.0,12.2,39.740949,-8.812131000000008,779-9798
2026-01-23 07:54:56.280,samsung,SM-S901E , airtel,LTE (4G),-93,-12.0,7.0,370.0,31.0,18.0,11.95,39.740918,-8.812134000000015,987-7599
2026-01-23 07:54:55.273,samsung,SM-S901E , airtel,LTE (4G),-93,-12.0,7.0,370.0,31.0,18.0,13.1,39.740886,-8.812137000000007,957-7585
2026-01-23 07:54:54.265,samsung,SM-S901E , airtel,LTE (4G),-93,-12.0,7.0,370.0,31.0,18.0,13.32,39.740848,-8.812141000000011,374-8329
2026-01-23 07:54:53.254,samsung,SM-S901E , airtel,LTE (4G),-93,-12.0,7.0,370.0,31.0,18.0,13.64,39.740811,-8.812144000000018,413-1789
2026-01-23 07:54:52.247,samsung,SM-S901E , airtel,LTE (4G),-96,-12.0,2.0,370.0,53.0,18.0,11.92,39.740776,-8.812150000000017,344-9620
2026-01-23 07:54:51.238,samsung,SM-S901E , airtel,LTE (4G),-96,-12.0,2.0,370.0,53.0,18.0,13.32,39.740745,-8.81215800000001,997-9957
2026-01-23 07:54:50.227,samsung,SM-S901E , airtel,LTE (4G),-96,-12.0,2.0,370.0,53.0,18.0,12.13,39.74071,-8.812167000000017,350-8921
2026-01-23 07:54:49.214,samsung,SM-S901E , airtel,LTE (4G),-96,-12.0,2.0,370.0,53.0,18.0,12.46,39.740673,-8.812174000000013,416-6628
2026-01-23 07:54:48.206,samsung,SM-S901E , airtel,LTE (4G),-96,-12.0,2.0,370.0,53.0,18.0,14.36,39.740631,-8.812179000000015,337-9569
2026-01-23 07:54:47.198,samsung,SM-S901E , airtel,LTE (4G),-94,-13.0,-1.0,370.0,66.0,18.0,15.52,39.740584,-8.812186000000011,798-6857
2026-01-23 07:54:46.187,samsung,SM-S901E , airtel,LTE (4G),-94,-13.0,-1.0,370.0,66.0,18.0,12.2,39.740536000000006,-8.812200000000004,788-9998
2026-01-23 07:54:45.177,samsung,SM-S901E , airtel,LTE (4G),-94,-13.0,-1.0,370.0,66.0,18.0,12.24,39.740498,-8.81222000000001,343-3227
2026-01-23 07:54:44.168,samsung,SM-S901E , airtel,LTE (4G),-94,-13.0,-1.0,370.0,66.0,18.0,7.99,39.740466,-8.812247000000013,377-8266
2026-01-23 07:54:43.160,samsung,SM-S901E , airtel,LTE (4G),-94,-13.0,-1.0,370.0,66.0,18.0,14.29,39.740456,-8.812263000000016,379-3012
2026-01-23 07:54:42.149,samsung,SM-S901E , airtel,LTE (4G),-94,-13.0,-1.0,370.0,28.0,18.0,12.78,39.740412000000006,-8.812274000000016,757-5696
2026-01-23 07:54:41.142,samsung,SM-S901E , airtel,LTE (4G),-94,-13.0,-1.0,370.0,28.0,18.0,12.82,39.740373000000005,-8.812285000000017,798-8578
2026-01-23 07:54:40.136,samsung,SM-S901E , airtel,LTE (4G),-97,-16.0,-1.0,95.0,28.0,18.0,8.03,39.740342,-8.81229900000001,379-6652
2026-01-23 07:54:39.127,samsung,SM-S901E , airtel,LTE (4G),-97,-16.0,-1.0,95.0,28.0,18.0,8.32,39.740324,-8.812308000000016,345-3947
2026-01-23 07:54:38.120,samsung,SM-S901E , airtel,LTE (4G),-97,-16.0,-1.0,95.0,28.0,18.0,9.65,39.740304,-8.812313000000017,798-8777
2026-01-23 07:54:37.111,samsung,SM-S901E , airtel,LTE (4G),-94,-14.0,-1.0,95.0,28.0,18.0,9.76,39.740281,-8.812317000000007,329-8788
2026-01-23 07:54:36.090,samsung,SM-S901E , airtel,LTE (4G),-94,-14.0,-1.0,95.0,28.0,18.0,11.74,39.740232000000006,-8.812328000000008,986-5595
2026-01-23 07:54:35.075,samsung,SM-S901E , airtel,LTE (4G),-94,-14.0,-1.0,95.0,28.0,18.0,9.61,39.740205,-8.812336000000016,366-9538
2026-01-23 07:54:34.068,samsung,SM-S901E , airtel,LTE (4G),-94,-14.0,-1.0,95.0,28.0,18.0,12.42,39.74018,-8.812348000000014,986-9898
2026-01-23 07:54:33.057,samsung,SM-S901E , airtel,LTE (4G),-94,-14.0,-1.0,95.0,28.0,18.0,11.48,39.740148000000005,-8.812358000000017,367-2227
2026-01-23 07:54:32.048,samsung,SM-S901E , airtel,LTE (4G),-97,-15.0,-2.0,95.0,28.0,18.0,10.33,39.740119,-8.812368000000006,797-5589
2026-01-23 07:54:31.041,samsung,SM-S901E , airtel,LTE (4G),-97,-15.0,-2.0,95.0,28.0,18.0,10.48,39.740092,-8.81237800000001,392-2268
2026-01-23 07:54:30.020,samsung,SM-S901E , airtel,LTE (4G),-97,-15.0,-2.0,95.0,28.0,18.0,10.94,39.740065,-8.812387000000015,347-9995
2026-01-23 07:54:29.010,samsung,SM-S901E , airtel,LTE (4G),-97,-15.0,-2.0,95.0,28.0,18.0,11.66,39.740036,-8.812397000000004,346-4919
2026-01-23 07:54:28.003,samsung,SM-S901E , airtel,LTE (4G),-97,-15.0,-2.0,95.0,28.0,18.0,13.03,39.740004,-8.812408000000005,361-5864
2026-01-23 07:54:26.992,samsung,SM-S901E , airtel,LTE (4G),-94,-15.0,-1.0,95.0,28.0,18.0,13.03,39.739972,-8.812421000000015,372-6920
2026-01-23 07:54:25.984,samsung,SM-S901E , airtel,LTE (4G),-94,-15.0,-1.0,95.0,28.0,18.0,11.02,39.739943,-8.812436000000005,768-9877
2026-01-23 07:54:24.973,samsung,SM-S901E , airtel,LTE (4G),-94,-15.0,-1.0,95.0,28.0,18.0,13.14,39.739916,-8.812446000000008,797-6998
2026-01-23 07:54:23.964,samsung,SM-S901E , airtel,LTE (4G),-94,-15.0,-1.0,95.0,28.0,18.0,14.26,39.739883000000006,-8.812452000000008,979-9688
2026-01-23 07:54:22.952,samsung,SM-S901E , airtel,LTE (4G),-94,-15.0,-1.0,95.0,28.0,18.0,11.41,39.73985,-8.81246200000001,758-6589
2026-01-23 07:54:21.944,samsung,SM-S901E , airtel,LTE (4G),-94,-17.0,-1.0,95.0,28.0,18.0,13.36,39.739821000000006,-8.812473000000011,372-8048
2026-01-23 07:54:20.927,samsung,SM-S901E , airtel,LTE (4G),-94,-17.0,-1.0,95.0,28.0,18.0,13.93,39.73979,-8.812487000000004,796-9895
2026-01-23 07:54:19.916,samsung,SM-S901E , airtel,LTE (4G),-94,-17.0,-1.0,95.0,28.0,18.0,12.35,39.739761,-8.81250200000001,769-6899
2026-01-23 07:54:18.910,samsung,SM-S901E , airtel,LTE (4G),-94,-17.0,-1.0,95.0,28.0,18.0,12.74,39.739732,-8.812512000000012,366-3944
2026-01-23 07:54:17.904,samsung,SM-S901E , airtel,LTE (4G),-94,-16.0,2.0,95.0,28.0,18.0,11.56,39.739705,-8.812525000000008,755-9768
2026-01-23 07:54:16.887,samsung,SM-S901E , airtel,LTE (4G),-94,-16.0,2.0,95.0,28.0,18.0,12.35,39.739679,-8.812540000000013,353-7822
2026-01-23 07:54:15.875,samsung,SM-S901E , airtel,LTE (4G),-94,-16.0,2.0,95.0,28.0,18.0,12.78,39.739651,-8.812553000000008,399-3083
2026-01-23 07:54:14.868,samsung,SM-S901E , airtel,LTE (4G),-94,-16.0,2.0,95.0,21.0,18.0,13.0,39.739621,-8.812567000000016,988-5755
2026-01-23 07:54:13.860,samsung,SM-S901E , airtel,LTE (4G),-93,-14.0,4.0,95.0,21.0,18.0,14.0,39.739591,-8.812580000000011,757-7785
2026-01-23 07:54:12.852,samsung,SM-S901E , airtel,LTE (4G),-93,-14.0,4.0,95.0,21.0,18.0,12.35,39.73956,-8.81259200000001,377-9520
2026-01-23 07:54:11.845,samsung,SM-S901E , airtel,LTE (4G),-93,-14.0,4.0,95.0,21.0,18.0,13.61,39.739528,-8.812604000000007,373-5438
2026-01-23 07:54:10.836,samsung,SM-S901E , airtel,LTE (4G),-93,-14.0,4.0,95.0,21.0,18.0,12.74,39.739496,-8.812618000000015,410-5236
2026-01-23 07:54:09.829,samsung,SM-S901E , airtel,LTE (4G),-93,-14.0,4.0,95.0,13.0,13.0,12.96,39.739466,-8.812630000000013,768-6979
2026-01-23 07:54:08.822,samsung,SM-S901E , airtel,LTE (4G),-93,-14.0,4.0,95.0,13.0,13.0,14.36,39.739434,-8.812642000000011,766-6778
2026-01-23 07:54:07.811,samsung,SM-S901E , airtel,LTE (4G),-93,-14.0,4.0,95.0,13.0,13.0,11.95,39.739401,-8.812654000000009,995-8788
2026-01-23 07:54:06.802,samsung,SM-S901E , airtel,LTE (4G),-89,-11.0,4.0,95.0,13.0,13.0,13.97,39.739371000000006,-8.812666000000007,765-9799
2026-01-23 07:54:05.791,samsung,SM-S901E , airtel,LTE (4G),-89,-11.0,4.0,95.0,13.0,13.0,10.91,39.73934,-8.812679000000017,797-7595
2026-01-23 07:54:04.784,samsung,SM-S901E , airtel,LTE (4G),-89,-11.0,4.0,95.0,13.0,13.0,11.02,39.739314,-8.81269300000001,355-6930
2026-01-23 07:54:03.770,samsung,SM-S901E , airtel,LTE (4G),-97,-15.0,2.0,370.0,22.0,18.0,11.99,39.739289,-8.812708000000015,758-9958
2026-01-23 07:54:02.754,samsung,SM-S901E , airtel,LTE (4G),-97,-15.0,2.0,370.0,22.0,18.0,12.35,39.739264000000006,-8.812726000000012,995-7896
2026-01-23 07:54:01.739,samsung,SM-S901E , airtel,LTE (4G),-98,-14.0,-1.0,370.0,22.0,18.0,11.45,39.739239,-8.81274400000001,998-9969
2026-01-23 07:54:00.729,samsung,SM-S901E , airtel,LTE (4G),-98,-14.0,-1.0,370.0,22.0,18.0,12.85,39.739215,-8.812762000000006,995-5976
2026-01-23 07:53:59.721,samsung,SM-S901E , airtel,LTE (4G),-98,-14.0,-1.0,370.0,38.0,18.0,12.56,39.739187,-8.812779000000006,343-9645
2026-01-23 07:53:58.712,samsung,SM-S901E , airtel,LTE (4G),-98,-14.0,-1.0,370.0,38.0,18.0,12.49,39.739158,-8.812791000000004,390-6101
2026-01-23 07:53:57.693,samsung,SM-S901E , airtel,LTE (4G),-98,-14.0,-1.0,370.0,38.0,18.0,14.08,39.739129000000005,-8.812805000000012,775-9677
2026-01-23 07:53:56.685,samsung,SM-S901E , airtel,LTE (4G),-98,-14.0,-1.0,370.0,38.0,18.0,13.43,39.739097,-8.812820000000016,999-5985
2026-01-23 07:53:55.675,samsung,SM-S901E , airtel,LTE (4G),-83,-13.0,0.0,258.0,38.0,18.0,11.81,39.739072,-8.812841000000006,759-8669
2026-01-23 07:53:54.667,samsung,SM-S901E , airtel,LTE (4G),-83,-13.0,0.0,258.0,32.0,18.0,11.3,39.739048,-8.812863000000007,767-8756
2026-01-23 07:53:53.658,samsung,SM-S901E , airtel,LTE (4G),-83,-13.0,0.0,258.0,32.0,18.0,13.46,39.73901600000001,-8.812876000000017,777-6857
2026-01-23 07:53:52.650,samsung,SM-S901E , airtel,LTE (4G),-83,-13.0,0.0,258.0,32.0,18.0,12.74,39.738982,-8.812891000000008,422-5350
2026-01-23 07:53:51.643,samsung,SM-S901E , airtel,LTE (4G),-74,-10.0,-1.0,258.0,45.0,18.0,12.67,39.738951,-8.812906000000012,765-5776
2026-01-23 07:53:50.635,samsung,SM-S901E , airtel,LTE (4G),-74,-10.0,-1.0,258.0,45.0,18.0,15.19,39.738921000000005,-8.812921000000017,364-8128
2026-01-23 07:53:49.627,samsung,SM-S901E , airtel,LTE (4G),-74,-10.0,-1.0,258.0,45.0,18.0,13.28,39.738886,-8.812936000000008,411-8043
2026-01-23 07:53:48.617,samsung,SM-S901E , airtel,LTE (4G),-74,-10.0,-1.0,258.0,45.0,18.0,12.38,39.738854,-8.812950000000015,388-2240
2026-01-23 07:53:47.606,samsung,SM-S901E , airtel,LTE (4G),-74,-10.0,-1.0,258.0,45.0,18.0,12.85,39.738824,-8.81296300000001,787-6776
2026-01-23 07:53:46.597,samsung,SM-S901E , airtel,LTE (4G),-74,-10.0,-1.0,258.0,45.0,18.0,12.28,39.738793,-8.81298000000001,776-5955
2026-01-23 07:53:45.589,samsung,SM-S901E , airtel,LTE (4G),-74,-10.0,-1.0,258.0,62.0,18.0,13.07,39.738764,-8.812993000000006,787-5977
2026-01-23 07:53:44.582,samsung,SM-S901E , airtel,LTE (4G),-74,-10.0,-1.0,258.0,62.0,18.0,9.97,39.738734,-8.813007000000013,374-6966
2026-01-23 07:53:43.571,samsung,SM-S901E , airtel,LTE (4G),-74,-10.0,-1.0,258.0,62.0,18.0,12.28,39.73871,-8.813019000000011,420-7066
2026-01-23 07:53:42.564,samsung,SM-S901E , airtel,LTE (4G),-74,-10.0,-1.0,258.0,62.0,18.0,13.64,39.738679000000005,-8.813034000000016,395-7923
2026-01-23 07:53:41.558,samsung,SM-S901E , airtel,LTE (4G),-74,-10.0,-1.0,258.0,62.0,18.0,13.03,39.738648,-8.813054000000008,775-8596
2026-01-23 07:53:40.551,samsung,SM-S901E , airtel,LTE (4G),-74,-10.0,-1.0,258.0,62.0,18.0,14.08,39.738617000000005,-8.813072000000005,997-6687
2026-01-23 07:53:39.543,samsung,SM-S901E , airtel,LTE (4G),-74,-10.0,-1.0,258.0,62.0,18.0,11.95,39.738587,-8.813091000000014,390-2390
2026-01-23 07:53:38.531,samsung,SM-S901E , airtel,LTE (4G),-74,-10.0,-1.0,258.0,104.0,18.0,12.42,39.738561,-8.813109000000011,755-5679
2026-01-23 07:53:37.521,samsung,SM-S901E , airtel,LTE (4G),-74,-10.0,-1.0,258.0,104.0,18.0,12.02,39.738534,-8.813125000000014,995-6995
